Genre,Original_Language,Release_Date,Vote_Average,Overview,Title
"Comedy, Drama",es,2009-03-27,4.5,"life,;evenings;sex,;youth","Sex, Party and Lies"
"Horror, Thriller",en,2021-10-01,5.5,"confidence;Orleans';friend,;boy",Black as Night
"Adventure, Animation, Family, Action",en,2018-10-04,7.6,"Patrol;awry,;nephew;day.",PAW Patrol: Mighty Pups
"Horror, Comedy",en,2005-02-25,5.5,Los;siblings.;attacks;scratching,Cursed
"Action, Adventure, Science Fiction, Thriller",en,2004-05-26,6.5,start;warn;trapped;havoc,The Day After Tomorrow
Science Fiction,en,2016-02-17,5.4,impending;crisis;us;global,The Osiris Child
"Adventure, Drama, Fantasy",en,2021-07-29,6.5,stranger;Arthur's;King;eponymous,The Green Knight
"Drama, Crime, Thriller",en,2021-09-03,6.4,"Cirk,;plan;past.;His",The Card Counter
"Drama, Adventure, Family",en,2019-01-10,7.3,home;embarks;beloved;human.,A Dog's Way Home
"Thriller, Science Fiction, Mystery",en,2011-03-30,7.3,"man,;unknown;wakes;soldier",Source Code
"Family, Animation, Adventure, Comedy",en,2015-06-17,6.4,"Stuart,;Herb,;inventor;super-villain",Minions
Drama,nl,2019-07-03,7.5,last;win;how;notion,My Extraordinary Summer With Tess
"Science Fiction, Horror",ja,2015-04-25,7.0,"alien,;pod;Izumi,;such",Parasyte: Part 2
"Animation, Action, Fantasy",en,2020-04-12,8.3,tournament.;slaughter;stone-cold;avenge,Mortal Kombat Legends: Scorpion's Revenge
"Science Fiction, Action, Adventure, Animation, Family",en,2010-09-28,7.1,"Darkseid,;events;comes;connection",Superman/Batman: Apocalypse
Horror,en,2020-10-20,6.7,manor;video;voice;Vincent—but,The Amityville Harvest
"Fantasy, Horror",en,2020-10-08,6.9,"series;final;last,;decrepit",The Mortuary Collection
"Horror, Thriller",ja,2010-11-20,6.1,"Koichi;sister,;While;caring",Paranormal Activity: Tokyo Night
"Animation, Adventure, Fantasy",ja,2005-08-06,6.6,"battle,;fierce;Temujin,;village.",Naruto: Legend of the Stone of Gelel
"Animation, Action",en,2014-02-02,7.6,Green;Wonder;Shazam;set,Justice League: War
Horror,en,2014-08-22,5.3,"Springs,;awkward;learns;long",Wrong Turn 6: Last Resort
Adventure,en,2009-11-25,6.2,world.;threat;past;alien,Ben 10 Alien Swarm
"Action, Adventure, Family",zh,2014-01-09,5.7,mountain;brought;monk;powers.,The Monkey King
"Animation, Comedy, Family, Mystery, TV Movie",en,1988-11-13,7.4,"it's;monsters,;girlfriend;Scooby,",Scooby-Doo! and the Reluctant Werewolf
"Animation, War, Drama",en,2010-02-16,7.4,directors;game;short;seven,Halo Legends
"War, Drama, Action, Thriller",en,2019-12-25,8.0,height;territory;cross;British,1917
"Fantasy, Action, Adventure",en,2020-02-04,7.0,"killed;revenge,;trio;unlikely",Dragonheart: Vengeance
"Drama, Mystery, Thriller",ja,2019-05-03,7.7,sons;athletic;curriculum;It's,Kakegurui: The Movie
"Adventure, Animation, Comedy, Family, TV Movie",en,2016-03-19,6.4,gang;entrusts;camouflages;recommends,Ice Age: The Great Egg-Scapade
"War, Drama, Horror",it,1975-11-22,6.5,Four;sadistic;subject;120,"Salò, or the 120 Days of Sodom"
"Family, Animation, Adventure, Fantasy",en,2018-09-20,6.8,thought;News;village.;didn't,Smallfoot
"Animation, Fantasy, Family",en,2008-02-26,6.7,"attempt;Henna,;butterfly;evil",Barbie Mariposa
"Fantasy, Adventure",ru,2021-12-23,7.3,old;Vasilisa;trapped;turn,The Last Warrior: A Messenger of Darkness
"Action, Science Fiction, Adventure",en,2023-06-07,0.0,"Predacons,;Terrorcons.;became;leader",Transformers: Rise of the Beasts
"Action, Drama",en,2022-05-25,0.0,Navy's;service;dodging;him.,Top Gun: Maverick
"Drama, Crime",en,1990-09-12,8.5,adopted;Jimmy;early;climbs,GoodFellas
"Animation, Family, Adventure, Science Fiction",en,2009-03-19,6.2,captures;49-feet-11-inches.;Murphy;away,Monsters vs Aliens
"Thriller, Action, Crime",en,2012-09-11,6.0,An;ex-mercenary;martial;kidnapped.,6 Bullets
"Romance, Comedy",en,2009-09-16,6.5,"moves;Aram,;rebound;relationship",The Rebound
"Adventure, Animation, Fantasy",ja,1984-03-11,7.9,Earth;last;restore;jungle,Nausicaä of the Valley of the Wind
"Drama, Romance, Science Fiction",en,2016-12-21,6.9,colony;passengers;malfunction;early.,Passengers
"Crime, Thriller, Action",en,2015-01-13,5.4,American;released;Chinese;authorities,Blackhat
"Drama, Thriller, Crime",en,2005-09-23,7.2,seemingly;diner.;spotlight;commits,A History of Violence
"Horror, Thriller",en,2012-05-24,5.2,"city,;Chernobyl;brief;25",Chernobyl Diaries
"Science Fiction, Drama",en,1971-12-19,8.2,"state,;agency.;kicks;incarcerated",A Clockwork Orange
"Animation, Family",en,2009-09-15,7.2,imagine;Never;Using;other,Barbie and the Three Musketeers
"Drama, Romance, Music",en,2018-10-03,7.5,discovers;—;Jackson;fights,A Star Is Born
"Family, Adventure, Drama",en,2019-05-03,8.1,dog;meets.;meaning;humans,A Dog's Journey
"Action, Adventure, Fantasy",en,2018-03-05,6.3,"adventurer,;missing;Lara;disappeared.",Tomb Raider
"Adventure, Animation, Comedy, Family",en,2016-09-22,6.6,"Machine,;global;delivery;to.",Storks
"Science Fiction, Horror",ja,2014-11-29,7.1,"taking;human's,;other;Human",Parasyte: Part 1
Drama,es,2021-06-23,8.2,plan;La;home;break,The House of Flowers: The Movie
"Animation, Adventure, Comedy, Family",en,2011-10-28,6.4,Boots;Boots.;Puss;Legend...,Puss in Boots
"Comedy, Family",en,2007-09-28,6.4,"needs;Joe;daughter,;personal",The Game Plan
"Action, Crime, Thriller",en,2019-02-07,5.7,one.;even;associates;closer,Cold Pursuit
"Action, Animation, Adventure",ja,1992-09-17,7.2,"viewers;Goku;Dragon;OVA,",Dragon Ball Z: Gather Together! Goku's World
"Animation, Family",en,2012-03-01,6.5,"To;searches;Lorax,;thing",The Lorax
"Drama, Science Fiction, Animation, Action",ja,1997-07-19,8.4,Comprising;intended;also;place,Neon Genesis Evangelion: The End of Evangelion
"Horror, Thriller",en,1990-11-09,6.2,"Chucky,;Andy's;placed;behind.",Child's Play 2
"Science Fiction, Drama, Romance",en,2004-03-19,8.1,realises;still;decides;too,Eternal Sunshine of the Spotless Mind
"Horror, Thriller",en,2015-10-01,5.7,support;Jennifer;piece;murderer,I Spit on Your Grave III: Vengeance is Mine
"Crime, Drama, Mystery",en,2021-09-23,6.4,travels;son;goes;clouded,My Son
"Adventure, Animation, Comedy, Family, Fantasy",en,2014-02-06,7.4,together.;quest;recruited;extraordinary,The Lego Movie
"Horror, Thriller, War, Fantasy",en,2020-07-03,6.1,control.;War;Nazi;World,Ghosts of War
"Animation, Action, Thriller, Adventure, Fantasy",ja,2020-02-21,7.8,This;hard;partner;people,Digimon Adventure: Last Evolution Kizuna
Action,en,2014-03-20,6.6,Danny;pair;aside;without,Born to Race: Fast Track
"Adventure, Action, Thriller, Crime",en,2008-10-31,6.3,"Solace;loved,;Vesper;complex",Quantum of Solace
"Fantasy, Drama",en,2009-02-19,7.0,"--;murdered,;lives,;Salmon",The Lovely Bones
Thriller,en,2015-08-26,6.9,"middle;escape;frantically;coup,",No Escape
"Drama, Fantasy, Romance",en,2008-12-25,7.6,F.;discovers;Curious;1918,The Curious Case of Benjamin Button
"Thriller, Horror, Comedy, Crime",en,2020-10-02,5.4,"black;start;nurse,;collective",12 Hour Shift
"Animation, Family, Adventure, Comedy",en,2014-12-02,7.0,Toy;During;Forgot.;delusional.,Toy Story That Time Forgot
"Action, Animation, Fantasy",en,2015-07-14,7.2,embassy;very;different;DC's,Justice League: Gods and Monsters
"Comedy, Drama, Romance",en,2021-09-16,7.3,growing;personal;professional;struggle,All About Sex
Horror,en,2017-02-01,5.0,before.;sacrifices;said;She,Rings
Drama,en,2001-12-28,7.6,away.;parent;Lucy;authorities,I Am Sam
"Fantasy, Animation, Comedy, Crime, Family",en,1988-06-21,7.5,raised;Marvin;quickly;so,Who Framed Roger Rabbit
"Romance, Comedy, Drama",en,2013-09-12,6.0,"expectations;works;friends,;true",Don Jon
"Animation, Adventure, Family",en,2014-02-07,6.7,"genius-level;moments;IQ,;begin",Mr. Peabody & Sherman
"Action, Science Fiction",en,2003-06-19,5.5,"past,;Bruce;genetics;Banner,",Hulk
"Drama, Romance",fr,1999-04-14,5.3,"gradually;frustrated,;schoolteacher;bed",Romance
Drama,en,1982-05-28,6.8,Apollo;fighting;taking;challenges,Rocky III
"Science Fiction, Comedy, Horror",en,2020-10-29,6.1,"magical;childish;whims,;small-town",Psycho Goreman
"Action, Fantasy, Science Fiction",ru,2017-02-14,4.9,"organization;War,;times;themselves",Guardians
"Comedy, Horror, Thriller",en,1993-01-08,5.6,wrath;frantic;survive;weapon,Leprechaun
"Adventure, Comedy, Fantasy, Family, Horror",en,2018-10-11,6.1,onslaught;book;L.;Stine.,Goosebumps 2: Haunted Halloween
"Crime, Drama",en,1976-02-09,8.2,prostitute;sleaze;attempting;perceived,Taxi Driver
"Animation, Family",en,1973-11-08,7.3,"minion,;off;merry;wily",Robin Hood
"Fantasy, Drama, Romance",en,1998-11-12,7.2,soul;reaper;Death;Parrish's,Meet Joe Black
"Action, Thriller, Fantasy",en,2006-02-23,7.9,"fight;rescues;police,;fascist",V for Vendetta
Comedy,en,2014-05-08,6.2,next;couple;difficulties;house.,Neighbors
"Family, Animation, Adventure, Comedy, Fantasy, Action",en,2003-07-02,6.9,"Peace,;friend;travel;goddess",Sinbad: Legend of the Seven Seas
"Animation, Comedy, Action, Family",en,2012-01-13,7.1,search;flower;tries;church,Tangled Ever After
"Action, Comedy, Crime",en,2013-08-02,6.5,undercover;men;--;very,2 Guns
"Comedy, Romance",en,2014-04-16,6.4,team;discovering;yet;cheating,The Other Woman
"Adventure, Drama",en,2000-12-22,7.7,"international;plane;marooned;FedEx,",Cast Away
"Animation, Horror, Action",en,2012-09-25,6.9,"war,;chain;leave;Weapons",Resident Evil: Damnation
Comedy,ru,1965-08-16,8.0,"vu"";plot;nerdy;Shourick),",Operation Y and Other Shurik's Adventures
"Action, Adventure, Crime, Mystery",en,2009-01-01,7.2,consulting;could;unravel;Watson,Sherlock Holmes
"Adventure, Family, Fantasy",en,2013-08-07,6.0,swarms;Golden;ultimate;confront,Percy Jackson: Sea of Monsters
"Adventure, Animation, Action, Fantasy",ja,2013-12-27,7.2,Hunter;tournament.;last;hatred,Hunter x Hunter: The Last Mission
"Horror, Thriller, Crime",en,2008-10-23,6.2,secret;seemingly;hunt;Hoffman,Saw V
"Drama, War",en,2002-09-17,8.4,"ghetto,;pianist;during;goes",The Pianist
"Comedy, Drama, Family",es,2021-02-19,7.8,relationship.;great;universe;headliner,BIA: An Upside Down World
"Drama, Action, Thriller, Crime",es,2009-03-20,7.6,"collides;teen,;Mexico;reunited",Sin Nombre
"Horror, Science Fiction, Thriller",en,2020-02-12,5.8,"dimension.;scientists;manipulated;mysterious,",Intersect
"Horror, Mystery",en,2011-10-19,5.9,Kristi;home.;Katie;invisible,Paranormal Activity 3
"Animation, Science Fiction, Action",ja,2016-07-09,6.8,–;captive;force;world’s,Kingsglaive: Final Fantasy XV
"Action, Thriller, Science Fiction",en,2018-10-02,6.4,maximum;Ops;race.;Connor,Death Race: Beyond Anarchy
"Action, History, War",en,2001-12-28,7.4,Rangers;Force;Delta;suffer,Black Hawk Down
"Horror, Mystery",en,2009-10-16,6.3,Detective;Jigsaw's;forced;set,Saw VI
"Drama, Comedy, Romance",en,2012-11-16,7.1,months;eight;reconcile;spending,Silver Linings Playbook
"Drama, Family, Fantasy",en,1946-12-20,8.3,Mr.;holiday;Falls.;Potter,It's a Wonderful Life
"Animation, Comedy, Family, Science Fiction",en,2005-03-10,6.4,"Big;Now,;danger;Weld",Robots
"Drama, History, Romance",en,1996-09-11,5.7,Tara;notices;instantly;intimate,Kama Sutra: A Tale of Love
"Comedy, Romance, Family",en,2011-07-06,5.4,"Park;girlfriend;courtship,;Franklin",Zookeeper
"Drama, History, Family",en,2019-03-01,7.9,village;Against;unconventional;year,The Boy Who Harnessed the Wind
"Animation, Fantasy, Adventure, Drama",ja,2018-08-24,6.6,"battles;hero.;eggs,;lethal",Modest Heroes
"Drama, Family",en,2017-11-13,8.2,–;Pullman;elementary;school,Wonder
Drama,en,1997-12-05,8.1,Hunting;arrested;attacking;Gerald,Good Will Hunting
"Adventure, Drama, Family",en,2007-02-15,7.3,create;runner;summer;outruns,Bridge to Terabithia
"Romance, Comedy",it,2021-10-22,6.2,much;list;live;imaginative,Dog Years
"Fantasy, Comedy, Family, Adventure",en,2005-02-18,4.2,"""born;raising;looney;son",Son of the Mask
"Science Fiction, Action, Animation",en,2018-05-09,7.2,steal.;risk;powerful;targets,Suicide Squad: Hell to Pay
"Animation, Adventure, Romance",es,2013-07-18,6.5,real;he's;Amadeo;vows,Underdogs
"Thriller, Action, Mystery",en,2017-06-29,6.1,line.;women;gangsters;lives,Overdrive
"Animation, Family",en,2008-09-03,7.4,"walking;old;sing,;apprentice",Barbie and the Diamond Castle
"Action, Adventure, Animation, Comedy, Family",en,2019-01-26,6.7,facing;everything;DUPLO®;five,The Lego Movie 2: The Second Part
"Drama, History",pt,2018-03-29,5.4,"Church;Universal;Macedo,;name,",Nothing to Lose
"Drama, Horror, Mystery",ko,2003-06-13,7.1,face;connected;history.;haunting,A Tale of Two Sisters
"Animation, Romance, Drama",zh,2018-08-04,6.8,inevitable;witness;revive;these,Flavors of Youth
"Adventure, Action",en,1989-05-24,7.8,recovering;footsteps;Indiana;power,Indiana Jones and the Last Crusade
"Adventure, Science Fiction, Animation, Fantasy, Horror",en,2020-04-29,6.5,opens;transferred;high;student,Cranston Academy: Monster Zone
Drama,en,2011-09-30,7.5,"Mitchell,;draw;officers;tackle:",Courageous
"Horror, Drama, Science Fiction",ko,2006-07-27,7.0,populace.;mutated;giant;daughter,The Host
"Thriller, Mystery",en,2006-05-17,6.7,Leonardo;—;society;Paris’,The Da Vinci Code
"Animation, Drama, Romance",ja,2013-05-31,7.6,"Takao,;start;They;shoemaker,",The Garden of Words
"Action, Science Fiction, Thriller",en,2021-02-19,6.9,"loop;forces;special;situation,",Boss Level
"Adventure, Action, Thriller",th,2008-12-04,6.4,goes;physical;youth;father.,Ong Bak 2
"Horror, Comedy",en,2003-12-30,5.2,chest;protective;Emily;psychic,Leprechaun: Back 2 tha Hood
"Horror, Mystery, Thriller",en,2004-10-22,5.9,Tokyo;rage;living;exposed,The Grudge
"Action, Thriller, Science Fiction",en,1986-07-18,7.9,sends;return;found;species.,Aliens
"Crime, Drama, Thriller",pt,2021-09-24,6.4,"events;led;de;Brazil,",The Boy Who Killed My Parents
"Thriller, Horror, Action",en,2019-07-11,6.3,badly;Haley;With;hits,Crawl
"Thriller, Science Fiction, Action, Adventure",en,2001-07-25,5.7,Desperate;Ruthless;savage;apes,Planet of the Apes
"Comedy, Fantasy",en,2012-05-09,6.0,estate;ruin.;freed;tomb,Dark Shadows
Drama,en,2021-10-08,6.2,goal;20-year-old;Los;turns,Pleasure
Horror,ja,2010-08-13,4.2,"very;lured;evening,;shop",The Legend of Siren XXX
"Science Fiction, Mystery, Thriller",en,2015-07-10,6.4,seems;may;keep;organization,Self/less
"Action, Thriller, Crime",en,2015-09-02,5.5,best;Frank;because;also,The Transporter Refueled
"Mystery, Thriller",en,2018-02-28,6.5,Prima;turns;person;process.,Red Sparrow
"Horror, Thriller",en,1981-05-01,6.1,Paul;Jason;Jason;major,Friday the 13th Part 2
"Fantasy, Action, Science Fiction, Adventure",en,2017-08-03,5.7,Tower.;its;disillusioned;haunted,The Dark Tower
"Drama, Comedy",en,2013-06-15,5.3,shared;cripples;old;cope,Goodbye World
"Adventure, Science Fiction, Action, Mystery",en,2016-03-09,6.1,taken;Beatrice;custody;Welfare.,Allegiant
"Drama, Thriller, Mystery",en,2011-04-23,6.2,"boost;looking;Blake,;right",The Good Doctor
"Action, Adventure, Family, Fantasy, Science Fiction, Thriller",en,1997-03-27,5.7,space;imprisonment;Turbo;wizard,Turbo: A Power Rangers Movie
"Family, Animation, Comedy",en,2017-07-26,6.6,forest;Bigfoot!;outsider;legendary,The Son of Bigfoot
"Drama, Action",en,2008-03-04,6.7,"Ryan;Jake,;wants;MMA",Never Back Down
"Horror, Crime, Mystery, Thriller",en,2017-10-26,6.2,bodies;Dead;All;killer,Jigsaw
Documentary,en,2011-07-27,8.0,magical;aboard;Robbie;Harry's,50 Greatest Harry Potter Moments
"Drama, Comedy",en,2004-08-01,6.9,whose;runs;college;colleagues,Cashback
Thriller,es,2021-07-30,5.3,people;actress;traumatic;While,The Intruder
"Comedy, Drama",en,2020-07-24,6.4,turns;act;chat;innocent,"Yes, God, Yes"
Drama,en,2014-08-21,7.4,balance.;Mia;car;Mia's,If I Stay
"Drama, Action, History, Thriller",ko,2011-08-10,7.2,"comes;malicious;Warrior,;her,",War of the Arrows
"Comedy, Family, Adventure, Animation",en,2006-06-15,5.5,Garfield;case;United;cat,Garfield: A Tail of Two Kitties
"Comedy, Fantasy",en,1989-06-16,6.5,"Gozer,;boys;aid;paranormal",Ghostbusters II
"Animation, Family, Comedy",en,2005-11-04,5.9,"flown;coop,;day?;chicken.",Chicken Little
"Action, Thriller",en,1990-07-02,6.9,déjà;lord;rogue;military,Die Hard 2
"War, Action, Drama",en,2017-07-19,7.5,26th;German;army;beaches,Dunkirk
"Adventure, Action",en,1981-06-12,7.9,Nazi;Ark;legendary;celebrated,Raiders of the Lost Ark
"Drama, Action",en,2016-09-28,6.8,created;history.;set;spill,Deepwater Horizon
"Animation, Family, Fantasy, Music, TV Movie, Science Fiction",en,2019-09-02,8.4,haunt;past;come;deranged,Steven Universe: The Movie
"Horror, Mystery",en,1999-07-14,6.3,student;October;1994;found.,The Blair Witch Project
Horror,en,2006-01-06,5.9,"backpackers;Three;awaits;expectations,",Hostel
"Family, Fantasy, Science Fiction, Drama",en,2009-10-16,6.5,"large;king,;Bull,;far-off",Where the Wild Things Are
"Mystery, Thriller, Drama, Action",en,2016-10-13,6.0,plot.;global;Langdon;deadly,Inferno
"Horror, Thriller",en,2014-01-01,5.4,it’s;sets;encounters;rest,Paranormal Activity: The Marked Ones
"Action, Horror",en,2004-03-19,7.0,mall;survivors;shopping;zombies.,Dawn of the Dead
